term,score
押し,0.6666666666666666
anime,0.5773502691896257
animemoments,0.5773502691896257
いじめ,0.5773502691896257
かよ,0.5773502691896257
報い,0.5773502691896257
過去,0.5773502691896257
abema,0.3651483716701107
トーキング,0.3651483716701107
ドーピング,0.3651483716701107
やつ,0.3333333333333333
イン,0.3333333333333333
ダメ,0.3333333333333333
ホテル,0.3333333333333333
東横,0.3333333333333333
10,0.18257418583505536
すぎる,0.18257418583505536
すご,0.18257418583505536
ノブシコブシ,0.18257418583505536
バレる,0.18257418583505536
